Rank,Year
3989,1997.0
3990,2013.0
3991,2002.0
3992,2009.0
3993,2004.0
3994,2013.0
3995,2010.0
3996,2012.0
3997,2014.0
3998,2008.0
3999,2004.0
4000,2011.0
4001,2009.0
4002,2004.0
4003,2003.0
4004,1996.0
4005,2008.0
4006,2005.0
4007,2001.0
4008,2008.0
4009,1996.0
4010,2007.0
4011,2005.0
4012,2012.0
4013,2002.0
4014,2014.0
4015,1982.0
4016,2007.0
4017,1981.0
4018,1982.0
4019,2011.0
4020,2007.0
4021,2011.0
4022,2011.0
4023,2011.0
4024,2006.0
4025,2004.0
4026,2011.0
4027,1980.0
4028,2015.0
4029,2014.0
4030,2005.0
4031,2010.0
4032,2012.0
4033,2002.0
4034,2013.0
4035,2003.0
4036,2004.0
4037,2008.0
4038,2006.0
4039,2003.0
4040,2005.0
4041,2008.0
4042,2006.0
4043,1993.0
4044,2006.0
4045,2009.0
4046,2014.0
4047,1997.0
4048,2008.0
4049,2010.0
4050,2010.0
4051,2012.0
4052,1997.0
4053,2013.0
4054,2004.0
4055,2009.0
4056,2003.0
4057,2012.0
4058,2013.0
4059,2003.0
4060,2008.0
4061,2001.0
4062,2009.0
4063,2008.0
4064,2008.0
4065,2001.0
4066,2003.0
4067,2014.0
4068,2002.0
4069,2009.0
4070,1999.0
4071,2008.0
4072,2011.0
4073,2001.0
4074,2011.0
4075,2005.0
4076,1995.0
4077,2007.0
4078,2008.0
4079,2015.0
4080,2007.0
4081,2008.0
4082,2009.0
4083,2012.0
4084,2007.0
4085,2009.0
4086,2007.0
4087,2007.0
4088,2012.0
4089,2006.0
4090,2005.0
4091,2009.0
4092,2007.0
4093,2014.0
4094,2004.0
4095,1999.0
4096,2004.0
4097,2009.0
4098,1983.0
4099,1991.0
4100,2008.0
4101,2008.0
4102,2010.0
4103,2003.0
4104,2006.0
4105,1999.0
4106,2008.0
4107,2006.0
4108,1998.0
4109,2014.0
4110,2009.0
4111,2010.0
4112,2008.0
4113,2010.0
4114,2003.0
4115,2008.0
4116,1998.0
4117,1999.0
4118,2008.0
4119,2007.0
4120,2012.0
4121,2005.0
4122,1999.0
4123,2011.0
4124,2014.0
4125,2000.0
4126,2010.0
4127,2015.0
4128,2008.0
4129,2011.0
4130,2010.0
4131,1999.0
4132,2007.0
4133,2001.0
4134,2007.0
4135,2008.0
4136,2009.0
4137,2014.0
4138,2005.0
4139,2006.0
4140,2009.0
4141,1981.0
4142,2008.0
4143,2008.0
4144,2002.0
4145,2009.0
4146,2008.0
4148,2000.0
4149,1989.0
4150,1996.0
4151,1998.0
4152,2015.0
4154,2008.0
4155,2008.0
4156,2002.0
4157,2012.0
4158,2006.0
4159,2009.0
4160,2006.0
4161,2010.0
4162,1995.0
4163,2000.0
4164,2005.0
4165,2014.0
4166,2013.0
4167,1995.0
4168,2001.0
4169,2012.0
4170,2014.0
4171,2010.0
4172,2011.0
4173,2000.0
4174,2008.0
4175,2014.0
4176,2002.0
4177,2006.0
4178,2002.0
4179,2007.0
4180,2012.0
4181,2011.0
4182,2009.0
4183,2007.0
4184,2010.0
4185,2007.0
4186,2015.0
4187,2005.0
4188,1998.0
4189,1997.0
4190,1998.0
4191,1999.0
4192,1997.0
4193,2009.0
4194,2010.0
4195,2005.0
4196,1987.0
4197,2011.0
4198,2009.0
4199,2006.0
4200,2006.0
4202,2015.0
4203,2011.0
4204,1999.0
4205,2007.0
4206,2013.0
4207,1995.0
4208,2005.0
4209,2011.0
4210,2009.0
4211,2003.0
4212,2014.0
4213,2006.0
4214,2005.0
4215,2012.0
4216,1996.0
4217,2010.0
4218,2005.0
4219,2011.0
4220,2008.0
4221,2007.0
4222,2004.0
4223,2005.0
4224,2004.0
4225,2007.0
4226,2002.0
4227,2007.0
4228,2008.0
4229,2001.0
4230,2007.0
4231,2004.0
4232,2005.0
4233,2002.0
4235,2011.0
4236,1999.0
4237,2007.0
4238,2011.0
4239,2005.0
4240,2002.0
4241,2007.0
4242,1992.0
4243,2001.0
4244,1993.0
4245,2002.0
4246,2014.0
4247,2011.0
4248,2004.0
4249,2012.0
4250,2008.0
4251,2006.0
4252,2008.0
4253,2007.0
4254,2005.0
4255,2010.0
4256,2011.0
4257,2005.0
4258,2001.0
4259,2008.0
4260,1999.0
4261,2006.0
4262,2008.0
4263,2016.0
4264,1996.0
4265,2013.0
4266,2005.0
4267,2011.0
4268,2014.0
4269,1983.0
4270,2002.0
4271,2003.0
4272,2001.0
4273,2003.0
4274,2009.0
4275,2015.0
4276,2006.0
4277,2011.0
4278,2009.0
4279,2015.0
4280,2011.0
4281,2009.0
4282,2002.0
4283,2008.0
4284,2006.0
4285,2015.0
4286,2007.0
4287,2000.0
4288,2010.0
4289,2015.0
4290,1999.0
4291,2005.0
4292,2007.0
4293,2006.0
4294,2009.0
4295,1994.0
4296,2002.0
4297,2013.0
4298,2003.0
4299,2010.0
4300,2009.0
4301,2015.0
4302,2010.0
4303,2003.0
4304,2010.0
4305,1995.0
4306,2007.0
4307,2011.0
4308,2011.0
4309,2015.0
4310,2009.0
4311,2014.0
4312,2009.0
4313,2005.0
4314,2013.0
4315,1999.0
4316,2014.0
4317,2007.0
4318,1996.0
4319,2014.0
4320,2005.0
4321,2003.0
4322,2008.0
4323,2004.0
4324,1995.0
4325,2007.0
4326,2002.0
4327,2012.0
4328,2002.0
4329,2012.0
4330,2012.0
4331,2011.0
4333,2008.0
4334,2006.0
4335,2014.0
4336,2008.0
4337,2011.0
4338,2008.0
4339,1985.0
4340,1998.0
4341,2005.0
4342,1998.0
4343,2007.0
4344,2004.0
4345,2008.0
4346,2003.0
4347,2007.0
4348,1981.0
4349,2010.0
4350,2011.0
4351,2007.0
4352,2016.0
4353,2009.0
4354,2015.0
4355,1998.0
4356,2009.0
4357,2009.0
4358,2004.0
4359,2009.0
4360,2013.0
4361,2009.0
4362,2001.0
4363,2015.0
4364,2003.0
4365,1993.0
4366,1998.0
4367,2000.0
4368,2008.0
4369,2009.0
4370,2014.0
4371,2007.0
4372,2007.0
4373,2001.0
4374,2006.0
4375,1995.0
4376,2009.0
4377,2012.0
4378,2004.0
4379,2008.0
4381,1995.0
4383,2009.0
4384,2010.0
4385,1999.0
4386,2008.0
4387,2009.0
4388,2004.0
4389,2007.0
4390,1994.0
4391,2005.0
4392,2010.0
4393,2007.0
4394,2004.0
4395,1987.0
4396,2004.0
4397,2005.0
4398,2003.0
4399,2000.0
4400,2002.0
4401,1996.0
4402,2015.0
4403,2008.0
4404,1981.0
4405,2004.0
4406,2004.0
4407,2008.0
4408,2009.0
4409,2009.0
4410,2013.0
4411,2004.0
4412,2013.0
4413,2006.0
4414,2005.0
4415,2005.0
4416,1999.0
4417,2004.0
4418,2005.0
4419,2015.0
4420,2009.0
4421,2002.0
4422,2015.0
4423,2004.0
4424,2005.0
4425,2009.0
4426,2012.0
4427,2013.0
4428,2004.0
4429,2003.0
4430,2006.0
4431,2013.0
4432,2016.0
4433,1996.0
4434,2002.0
4435,2005.0
4436,2009.0
4437,2009.0
4438,2005.0
4439,2003.0
4440,1997.0
4441,2011.0
4442,1999.0
4443,2012.0
4444,2011.0
4445,2006.0
4446,2008.0
4447,2007.0
4448,2007.0
4449,2005.0
4450,2000.0
4451,1996.0
4452,1996.0
4453,1991.0
4454,1997.0
4455,2009.0
4456,2009.0
4457,2010.0
4458,2005.0
4459,2007.0
4460,2001.0
4461,2007.0
4462,2007.0
4463,2009.0
4464,2004.0
4465,2002.0
4466,2000.0
4467,2004.0
4468,2010.0
4469,2003.0
4470,2003.0
4472,2003.0
4473,2010.0
4475,2012.0
4476,2002.0
4477,2003.0
4478,2012.0
4479,2002.0
4480,2004.0
4481,2005.0
4482,2009.0
4483,1996.0
4484,2007.0
4485,2005.0
4486,2010.0
4487,2002.0
4488,2011.0
4489,2007.0
4490,2007.0
4491,2006.0
4492,2002.0
4493,2009.0
4494,2004.0
4495,2010.0
4496,2011.0
4497,2009.0
4498,2003.0
4499,2001.0
4500,2004.0
4501,2008.0
4502,2001.0
4503,2001.0
4504,2005.0
4505,2013.0
4506,2005.0
4507,2014.0
4508,2010.0
4509,1996.0
4510,2003.0
4511,2016.0
4512,2015.0
4513,2010.0
4514,2003.0
4515,2016.0
4516,2001.0
4517,2014.0
4518,2000.0
4519,1981.0
4520,2004.0
4521,2009.0
4522,2002.0
4523,2003.0
4524,1994.0
4525,2010.0
4526,2010.0
4527,2012.0
4528,2004.0
4529,2009.0
4530,2003.0
4531,2010.0
4532,2007.0
4533,1998.0
4534,1997.0
4535,2012.0
4536,2008.0
4537,2006.0
4539,2004.0
4540,2013.0
4541,2003.0
4542,1996.0
4543,2009.0
4544,2001.0
4545,2012.0
4546,2007.0
4547,2006.0
4548,2008.0
4549,2006.0
4550,2006.0
4551,2014.0
4552,2002.0
4553,2009.0
4554,2008.0
4555,2002.0
4556,2012.0
4557,2010.0
4558,2003.0
4559,2009.0
4560,2007.0
4561,2011.0
4562,2009.0
4563,1997.0
4564,2014.0
4565,2005.0
4566,2007.0
4567,2006.0
4568,2006.0
4569,1997.0
4570,2011.0
4571,2002.0
4572,2009.0
4573,2009.0
4574,2008.0
4575,2007.0
4576,2001.0
4577,2009.0
4578,2006.0
4579,2005.0
4580,2003.0
4581,2003.0
4582,2009.0
4583,2003.0
4584,1999.0
4585,1991.0
4586,1998.0
4587,2013.0
4588,2005.0
4589,2011.0
4590,2004.0
4591,2008.0
4592,2007.0
4593,2007.0
4594,1997.0
4595,2003.0
4596,2003.0
4597,2012.0
4598,2010.0
4599,2006.0
4600,2009.0
4601,2001.0
4602,1997.0
4603,2004.0
4604,2005.0
4605,2003.0
4606,2007.0
4607,2002.0
4608,2007.0
4609,2004.0
4610,2010.0
4611,2004.0
4612,2009.0
4613,2004.0
4614,1998.0
4615,2005.0
4616,1999.0
4617,2007.0
4618,2008.0
4619,2002.0
4620,2004.0
4621,2010.0
4622,2003.0
4623,1998.0
4624,2000.0
4625,2001.0
4626,1999.0
4627,2000.0
4628,2004.0
4629,2010.0
4630,2015.0
4631,2008.0
4632,2014.0
4633,2004.0
4634,2004.0
4635,2006.0
4636,1995.0
4637,2004.0
4638,2008.0
4639,2010.0
4640,2005.0
4641,2009.0
4642,2007.0
4643,2009.0
4644,2005.0
4645,2001.0
4646,2008.0
4647,2002.0
4648,2005.0
4649,2005.0
4650,2010.0
4651,2008.0
4652,1998.0
4653,2001.0
4654,2006.0
4655,2007.0
4656,2006.0
4657,2009.0
4658,2010.0
4659,2015.0
4660,2016.0
4661,2010.0
4662,2011.0
4663,2011.0
4664,2004.0
4665,2010.0
4666,2007.0
4667,2000.0
4668,1997.0
4669,2004.0
4670,2007.0
4671,2004.0
4672,1995.0
4673,2009.0
4674,2001.0
4675,2007.0
4676,2003.0
4677,2003.0
4678,2009.0
4679,2013.0
4680,2003.0
4681,2001.0
4682,2003.0
4683,2001.0
4684,2013.0
4686,1998.0
4687,2010.0
4688,1999.0
4689,1998.0
4690,2007.0
4691,2007.0
4692,2007.0
4693,2010.0
4694,2000.0
4695,2005.0
4696,2009.0
4697,2000.0
4698,1999.0
4699,2000.0
4700,2015.0
4701,1995.0
4702,2012.0
4703,2009.0
4704,2014.0
4705,2009.0
4706,2015.0
4707,2002.0
4708,2007.0
4709,2008.0
4710,2010.0
4711,2006.0
4712,2007.0
4713,1996.0
4714,2005.0
4715,2009.0
4716,2009.0
4717,2012.0
4718,1996.0
4719,2015.0
4720,2009.0
4721,2009.0
4722,2008.0
4723,2002.0
4724,2011.0
4725,2009.0
4726,2011.0
4727,1997.0
4728,2009.0
4729,1985.0
4730,1999.0
4731,1999.0
4732,2008.0
4733,2002.0
4734,2014.0
4735,2007.0
4736,1997.0
4737,2009.0
4738,2008.0
4739,2010.0
4740,1999.0
4741,2012.0
4742,2014.0
4743,2011.0
4744,2010.0
4745,2009.0
4746,2013.0
4747,2010.0
4748,2006.0
4749,2001.0
4750,2006.0
4751,2002.0
4752,2006.0
4753,2010.0
4754,2010.0
4755,1996.0
4756,1998.0
4757,2008.0
4758,2001.0
4759,2008.0
4760,2010.0
4761,2008.0
4762,2008.0
4763,2011.0
4764,2011.0
4765,2010.0
4766,2009.0
4767,1995.0
4768,2005.0
4769,1994.0
4770,2001.0
4771,2015.0
4772,2011.0
4773,2000.0
4774,2005.0
4775,2012.0
4776,2012.0
4777,2009.0
4778,2009.0
4779,2002.0
4780,2003.0
4781,2001.0
4782,1983.0
4783,2008.0
4784,2014.0
4785,2007.0
4786,1981.0
4787,2010.0
4788,2014.0
4789,2007.0
4790,2003.0
4791,2007.0
4792,2008.0
4794,2013.0
4795,2008.0
4796,1997.0
4797,2009.0
4798,2002.0
4800,2012.0
4801,2009.0
4802,2014.0
4803,1982.0
4804,2005.0
4805,2003.0
4806,2005.0
4807,2009.0
4808,2008.0
4809,2005.0
4810,2008.0
4811,2005.0
4812,1997.0
4813,2005.0
4814,1999.0
4815,2004.0
4816,2014.0
4817,1994.0
4818,2014.0
4819,2007.0
4820,2009.0
4821,2009.0
4822,2016.0
4823,1995.0
4824,1999.0
4825,2010.0
4826,2008.0
4827,2011.0
4828,1999.0
4829,1997.0
4830,1999.0
4831,1997.0
4832,2001.0
4833,2004.0
4834,1999.0
4835,2010.0
4836,2009.0
4837,2007.0
4838,2005.0
4839,2009.0
4840,2007.0
4841,2010.0
4842,2001.0
4843,2009.0
4844,2005.0
4845,2006.0
4846,2009.0
4847,2004.0
4848,1999.0
4849,2006.0
4850,2004.0
4851,2007.0
4852,2010.0
4853,2009.0
4854,2014.0
4855,2007.0
4856,1999.0
4857,1995.0
4858,2013.0
4859,2008.0
4861,2002.0
4862,2001.0
4863,2000.0
4864,2012.0
4865,2003.0
4866,1996.0
4868,2010.0
4869,2010.0
4870,2004.0
4871,2004.0
4872,2010.0
4873,2007.0
4874,2015.0
4875,2006.0
4876,1995.0
4877,2010.0
4878,2005.0
4879,2004.0
4880,2013.0
4881,2007.0
4882,2005.0
4883,2013.0
4884,2012.0
4885,2007.0
4886,2015.0
4887,1998.0
4888,2009.0
4889,2011.0
4890,2008.0
4891,2007.0
4892,2008.0
4893,2011.0
4894,2000.0
4895,1997.0
4896,1982.0
4897,2002.0
4898,2003.0
4899,2008.0
4900,2008.0
4901,2011.0
4902,2002.0
4903,2008.0
4904,2002.0
4905,2009.0
4906,2011.0
4907,2008.0
4908,2012.0
4909,2008.0
4910,1981.0
4911,2008.0
4912,2006.0
4913,1998.0
4914,2008.0
4915,2004.0
4916,2013.0
4917,2013.0
4918,2001.0
4919,2012.0
4920,2011.0
4921,2012.0
4922,2009.0
4923,2011.0
4924,2005.0
4925,2010.0
4926,2011.0
4927,2011.0
4928,2005.0
4929,2003.0
4930,2015.0
4931,2004.0
4932,1999.0
4933,2000.0
4934,1998.0
4935,1999.0
4937,2005.0
4938,2009.0
4939,2003.0
4940,2008.0
4941,2000.0
4942,2002.0
4943,2010.0
4944,2012.0
4945,2012.0
4946,1991.0
4947,2005.0
4948,2006.0
4949,2009.0
4950,2008.0
4951,2008.0
4952,2003.0
4953,2013.0
4954,1992.0
4955,2013.0
4956,2001.0
4957,2007.0
4958,2011.0
4959,2005.0
4960,2006.0
4961,2014.0
4962,1994.0
4963,2002.0
4964,2005.0
4965,2009.0
4966,2009.0
4967,2007.0
4968,2008.0
4969,1981.0
4970,1999.0
4971,2011.0
4972,2006.0
4973,2009.0
4974,2009.0
4975,2003.0
4976,2007.0
4977,2015.0
4978,2003.0
4979,2013.0
4980,2008.0
4981,1996.0
4982,2009.0
4983,1991.0
4984,2003.0
4985,1998.0
4986,1997.0
4987,2013.0
4988,1998.0
4989,2009.0
4990,2004.0
4991,2007.0
4992,2008.0
4993,2009.0
4994,2007.0
4995,2012.0
4996,2008.0
4997,2009.0
4998,2015.0
4999,2010.0
5000,2005.0
5001,2009.0
5002,2001.0
5003,2002.0
5004,2015.0
5005,2007.0
5006,2002.0
5007,2002.0
5008,2008.0
5009,2002.0
5010,2007.0
5011,1995.0
5012,2011.0
5013,2007.0
5014,2005.0
5015,2014.0
5016,1994.0
5017,2016.0
5018,2009.0
5019,1998.0
5020,2000.0
5021,2005.0
5022,2004.0
5023,2013.0
5024,2003.0
5025,2010.0
5026,2015.0
5027,2004.0
5028,2012.0
5029,2003.0
5030,2006.0
5031,2006.0
5032,1996.0
5033,2002.0
5034,2000.0
5035,1991.0
5036,2009.0
5037,2008.0
5038,2008.0
5039,2008.0
5040,2011.0
5041,2010.0
5042,2010.0
5043,2009.0
5044,1996.0
5045,1999.0
5046,2009.0
5047,2002.0
5048,2007.0
5049,1998.0
5050,1995.0
5051,2007.0
5052,2003.0
5053,2011.0
5054,2012.0
5055,2000.0
5056,1999.0
5057,2012.0
5058,2016.0
5059,2011.0
5060,2014.0
5061,2008.0
5062,2010.0
5064,2008.0
5065,2010.0
5066,1982.0
5067,2010.0
5068,2013.0
5069,2004.0
5070,2005.0
5071,2014.0
5072,2010.0
5073,2010.0
5074,2006.0
5075,2011.0
5076,2011.0
5077,2009.0
5078,2009.0
5079,2011.0
5081,2004.0
5082,2005.0
5083,2008.0
5084,1986.0
5085,2008.0
5086,2006.0
5087,2009.0
5088,2012.0
5089,2014.0
5090,2008.0
5091,2009.0
5092,2007.0
5093,1997.0
5094,2010.0
5095,2009.0
5096,2008.0
5097,2005.0
5098,2016.0
5099,2007.0
5100,2002.0
5101,2007.0
5102,2006.0
5103,1994.0
5104,2006.0
5105,2009.0
5106,2016.0
5107,2011.0
5108,2008.0
5109,2015.0
5110,2002.0
5111,2003.0
5112,2004.0
5113,2010.0
5114,2006.0
5115,2002.0
5116,2010.0
5117,1994.0
5118,1995.0
5119,2011.0
5120,2011.0
5121,2007.0
5122,1998.0
5123,2011.0
5124,2007.0
5125,2009.0
5126,2000.0
5127,1999.0
5128,2000.0
5129,1981.0
5130,2004.0
5131,2012.0
5132,2009.0
5133,2007.0
5134,2008.0
5135,2002.0
5136,2007.0
5137,2003.0
5138,2009.0
5139,2009.0
5140,2003.0
5141,2015.0
5142,2006.0
5143,2005.0
5144,1994.0
5145,2006.0
5146,1999.0
5147,2014.0
5148,2005.0
5149,1994.0
5150,2006.0
5151,2008.0
5152,2014.0
5153,2011.0
5154,1998.0
5155,2011.0
5156,1997.0
5157,2013.0
5158,2012.0
5159,2015.0
5160,2009.0
5161,2007.0
5162,2006.0
5163,2008.0
5165,2009.0
5166,2007.0
5167,2004.0
5168,1994.0
5169,2008.0
5170,1996.0
5171,2010.0
5172,2001.0
5174,2016.0
5175,1994.0
5176,1993.0
5177,2002.0
5178,2003.0
5179,2005.0
5180,2005.0
5181,2010.0
5182,2006.0
5183,2008.0
5184,2013.0
5185,2013.0
5186,2008.0
5187,2001.0
5188,2005.0
5189,2010.0
5190,2009.0
5191,1997.0
5192,2013.0
5193,2002.0
5194,2001.0
5195,2009.0
5196,1997.0
5199,2008.0
5200,2009.0
5201,2012.0
5202,1997.0
5203,1997.0
5204,2000.0
5205,2005.0
5206,1993.0
5207,1997.0
5208,1997.0
5209,2000.0
5210,2013.0
5211,2008.0
5212,2001.0
5213,2009.0
5214,2001.0
5215,2008.0
5216,2004.0
5217,2014.0
5218,2002.0
5219,1994.0
5220,2013.0
5221,1999.0
5222,2011.0
5223,2009.0
5224,2011.0
5225,2003.0
5226,2007.0
5227,2005.0
5228,2015.0
5229,2007.0
5230,2004.0
5231,2004.0
5232,2010.0
5233,2012.0
5234,2012.0
5235,2011.0
5236,2003.0
5237,2003.0
5238,2000.0
5239,2008.0
5240,2009.0
5241,2001.0
5243,2007.0
5244,2013.0
5245,2013.0
5246,2011.0
5247,1995.0
5248,1981.0
5249,2010.0
5250,2002.0
5251,2010.0
5252,2011.0
5253,1998.0
5254,1994.0
5255,2008.0
5256,2010.0
5257,2001.0
5258,2009.0
5259,2009.0
5260,2009.0
5261,1999.0
5262,2008.0
5263,1997.0
5264,2001.0
5265,2009.0
5266,2007.0
5267,1998.0
5268,2006.0
5269,2005.0
5270,2016.0
5271,2005.0
5272,2005.0
5273,2006.0
5274,1996.0
5275,2013.0
5276,2007.0
5277,2004.0
5278,2010.0
5279,2013.0
5280,2010.0
5281,2003.0
5282,2009.0
5283,2012.0
5284,2003.0
5285,2002.0
5286,2003.0
5287,2009.0
5288,2006.0
5289,2014.0
5290,2016.0
5291,1995.0
5292,2009.0
5293,1993.0
5294,2001.0
5295,2003.0
5296,2000.0
5297,2003.0
5298,2011.0
5299,2011.0
5300,2010.0
5301,2008.0
5302,2009.0
5303,2013.0
5305,2007.0
5306,2000.0
5307,2013.0
5308,2010.0
5309,2011.0
5310,2010.0
5311,2003.0
5312,2006.0
5313,2003.0
5314,2005.0
5315,2004.0
5316,2000.0
5317,2003.0
5318,2011.0
5319,2010.0
5320,2007.0
5321,2009.0
5322,2002.0
5323,2008.0
5324,2010.0
5325,2008.0
5326,2005.0
5327,2001.0
5328,2008.0
5329,2002.0
5330,2003.0
5331,2004.0
5332,2008.0
5333,2003.0
5334,2015.0
5335,2000.0
5336,1998.0
5337,2000.0
5338,2007.0
5339,1999.0
5340,1996.0
5341,2002.0
5342,2010.0
5343,2006.0
5344,2012.0
5345,2006.0
5346,2011.0
5347,2015.0
5348,2005.0
5349,2007.0
5350,2008.0
5351,1998.0
5352,2009.0
5353,2005.0
5354,2011.0
5355,2011.0
5356,2002.0
5357,2008.0
5358,2006.0
5359,1999.0
5360,1999.0
5361,2007.0
5362,2007.0
5363,2004.0
5364,2014.0
5365,2007.0
5366,2006.0
5367,2006.0
5368,1980.0
5369,2002.0
5370,2003.0
5371,2010.0
5372,2010.0
5373,2004.0
5374,1995.0
5375,2011.0
5376,2009.0
5377,2004.0
5378,2010.0
5379,1997.0
5380,2000.0
5381,2004.0
5382,2001.0
5383,1982.0
5384,1983.0
5385,2016.0
5386,2005.0
5387,2011.0
5388,2005.0
5389,2009.0
5390,2004.0
5391,1981.0
5392,2011.0
5393,2007.0
5394,2012.0
5395,1995.0
5396,1998.0
5397,1982.0
5398,2009.0
5399,2011.0
5400,1998.0
5401,2008.0
5402,1981.0
5403,2007.0
5404,2004.0
5405,2011.0
5406,2006.0
5407,2007.0
5408,1997.0
5409,2009.0
5410,2008.0
5411,2014.0
5412,2007.0
5413,2008.0
5414,2008.0
5415,1998.0
5416,2011.0
5417,2002.0
5418,2013.0
5419,2008.0
5420,2008.0
5421,2013.0
5422,2005.0
5423,2011.0
5424,2003.0
5425,2009.0
5426,2009.0
5427,2010.0
5428,2016.0
5429,2007.0
5430,2007.0
5431,2012.0
5432,2008.0
5433,2011.0
5434,1996.0
5435,2001.0
5436,2006.0
5437,2015.0
5438,2005.0
5439,2009.0
5440,2005.0
5441,2011.0
5442,2011.0
5443,2009.0
5444,2006.0
5445,2009.0
5446,2008.0
5447,1996.0
5448,2011.0
5449,2012.0
5450,2011.0
5451,2003.0
5452,2003.0
5453,1998.0
5454,2010.0
5455,2007.0
5456,2006.0
5457,2006.0
5458,2009.0
5459,1998.0
5460,2009.0
5461,2011.0
5462,2010.0
5463,2004.0
5464,2012.0
5465,2009.0
5466,2009.0
5467,2011.0
5468,2003.0
5469,2007.0
5470,2005.0
5471,2003.0
5472,2007.0
5473,2009.0
5474,2010.0
5475,2001.0
5476,2003.0
5477,2010.0
5478,2008.0
5479,2002.0
5480,2001.0
5481,2006.0
5482,2009.0
5483,1999.0
5484,2015.0
5485,2004.0
5486,2011.0
5487,2012.0
5488,2002.0
5489,2005.0
5490,2014.0
5491,2002.0
5492,1999.0
5493,2011.0
5494,2012.0
5495,1990.0
5496,1994.0
5497,2009.0
5498,2006.0
5499,2008.0
5500,2009.0
5501,2016.0
5502,2001.0
5503,2004.0
5504,2014.0
5505,2009.0
5506,2006.0
5507,2001.0
5508,2003.0
5509,2008.0
5511,1998.0
5512,2011.0
5513,2009.0
5514,1998.0
5515,2006.0
5516,2010.0
5517,2010.0
5518,2002.0
5519,1991.0
5520,2008.0
5521,2011.0
5522,2005.0
5523,2006.0
5524,2007.0
5525,2013.0
5526,2003.0
5527,2005.0
5528,2007.0
5529,2009.0
5530,2009.0
5531,2006.0
5532,2009.0
5533,2008.0
5534,2011.0
5535,1994.0
5536,2003.0
5537,2001.0
5538,2011.0
5539,2000.0
5540,2003.0
5541,2013.0
5542,2005.0
5543,1991.0
5544,2010.0
5545,2008.0
5546,2010.0
5547,2005.0
5548,2007.0
5549,2011.0
5550,2007.0
5551,1997.0
5552,2007.0
5553,1996.0
5554,2010.0
5555,2007.0
5556,2015.0
5557,2007.0
5558,2014.0
5559,2006.0
5560,2011.0
5561,1983.0
5562,2010.0
5563,2012.0
5564,2005.0
5565,2008.0
5566,1981.0
5567,2013.0
5568,2009.0
5569,2005.0
5570,2006.0
5571,1995.0
5572,2006.0
5573,2004.0
5574,2014.0
5575,2011.0
5576,2010.0
5577,2009.0
5578,2009.0
5579,2014.0
5580,2008.0
5581,2004.0
5582,2004.0
5583,2012.0
5584,2013.0
5585,2003.0
5586,1999.0
5587,2015.0
5588,2006.0
5589,2008.0
5590,2012.0
5591,2008.0
5592,2009.0
5593,2012.0
5594,2011.0
5595,1998.0
5596,2008.0
5597,2016.0
5598,2009.0
5599,2001.0
5600,2007.0
5601,1997.0
5602,2005.0
5603,2009.0
5604,2002.0
5605,2010.0
5606,2010.0
5607,2008.0
5608,2009.0
5609,2007.0
5610,2008.0
5611,2006.0
5612,2009.0
5613,1996.0
5614,1997.0
5615,2014.0
5616,2005.0
5617,1999.0
5618,2014.0
5619,2003.0
5621,2010.0
5622,2008.0
5623,2016.0
5624,2009.0
5625,2011.0
5626,2005.0
5628,2007.0
5629,2009.0
5630,2003.0
5631,2000.0
5632,1997.0
5633,2000.0
5634,1995.0
5635,2016.0
5636,2001.0
5637,2000.0
5638,2011.0
5639,1997.0
5640,2007.0
5641,2003.0
5642,1995.0
5643,2008.0
5644,2004.0
5645,2008.0
5646,2001.0
5647,1995.0
5648,1999.0
5649,2005.0
5650,2002.0
5651,2005.0
5652,2005.0
5653,1991.0
5654,2009.0
5655,2003.0
5656,2009.0
5657,2009.0
5658,2002.0
5660,1982.0
5661,1997.0
5662,2008.0
5663,2016.0
5664,2007.0
5665,2002.0
5666,2008.0
5667,2010.0
5668,1993.0
5669,2003.0
5670,2002.0
5672,1997.0
5673,1997.0
5674,1994.0
5675,2003.0
5676,2001.0
5677,2008.0
5678,2007.0
5679,2009.0
5680,2004.0
5681,2001.0
5682,2010.0
5683,1996.0
5684,2001.0
5685,2000.0
5686,2007.0
5687,2011.0
5688,2010.0
5689,2002.0
5690,2009.0
5691,2007.0
5692,2008.0
5693,2015.0
5694,2008.0
5695,2004.0
5696,2002.0
5697,1998.0
5698,2016.0
5699,1999.0
5700,2011.0
5701,2015.0
5702,2011.0
5703,2009.0
5704,2010.0
5705,1997.0
5706,2011.0
5707,2003.0
5708,2010.0
5709,1995.0
5710,2007.0
5711,2010.0
5712,2007.0
5713,2007.0
5714,2003.0
5715,2014.0
5716,1995.0
5717,2011.0
5718,1999.0
5719,2008.0
5720,1998.0
5721,2008.0
5722,2008.0
5723,2002.0
5724,2005.0
5725,2007.0
5726,2005.0
5727,2015.0
5728,2014.0
5729,2010.0
5730,2007.0
5731,2016.0
5732,2003.0
5733,1996.0
5734,2004.0
5735,2005.0
5736,2005.0
5737,2006.0
5738,1997.0
5739,1998.0
5740,2009.0
5741,2014.0
5742,2010.0
5743,2012.0
5744,2003.0
5745,2009.0
5746,2007.0
5747,1995.0
5748,2001.0
5749,2005.0
5750,2005.0
5751,1999.0
5752,2005.0
5753,2009.0
5754,2010.0
5755,1997.0
5756,1998.0
5757,1999.0
5758,1998.0
5759,1999.0
5760,2001.0
5761,2015.0
5762,2006.0
5763,2010.0
5764,2015.0
5765,2014.0
5766,2008.0
